,osmid,oneway,highway,length,geometry,ref,name,bridge,tunnel,lanes,maxspeed,service,junction,width,access
192,35971946,False,secondary,248.00199999999998,"LINESTRING (128.5651184 35.93616, 128.5628441 35.9364704, 128.5623983 35.9365082)",,대천로,,,,,,,,
193,468590068,False,footway,67.384,,,,,,,,,,,
194,760613456,False,secondary,22.978,,,팔거천동로,,,,,,,,
195,760613456,False,secondary,280.945,"LINESTRING (128.5581617 35.9397155, 128.5581536 35.9401734, 128.5581432 35.9402353, 128.5580448 35.9408222, 128.5579273 35.9416791, 128.5580351 35.9422239)",,팔거천동로,,,,,,,,
196,35971946,False,secondary,158.62599999999998,"LINESTRING (128.5566731 35.9371728, 128.5576612 35.9370436, 128.5584136 35.9369512)",,대천로,,,,,,,,
197,55413696,False,secondary,167.301,"LINESTRING (128.5566731 35.9371728, 128.5564456 35.9365414, 128.5562749 35.9357059)",,팔거천동로,,,,,,,,
198,760613456,False,secondary,65.60300000000001,"LINESTRING (128.5566731 35.9371728, 128.5568896 35.9374115, 128.5571026 35.9376494)",,팔거천동로,,,,,,,,
199,"[760613457, 55414124, 55414125]",False,secondary,142.072,"LINESTRING (128.5566731 35.9371728, 128.5565193 35.9371902, 128.5552502 35.937335, 128.5551143 35.9373658)",,"['동천교', '대천로']",yes,,,,,,,
200,822099705,False,secondary,597.9680000000001,"LINESTRING (128.5566731 35.9371728, 128.5567101 35.9373088, 128.5568239 35.9374536, 128.5574866 35.9382305, 128.5577509 35.9386024, 128.5579054 35.9389217, 128.5580233 35.9393135, 128.5580883 35.9396459, 128.5580883 35.9401002, 128.5580152 35.9405281, 128.5579094 35.9410548, 128.5578322 35.9415518, 128.5579111 35.9422388)",,팔거천동로,,,,,,,,
201,55413696,False,secondary,168.043,,,팔거천동로,,,,,,,,
202,157254701,False,residential,41.453,,,팔거천동로26길,,,,,,,,
203,55413696,False,secondary,167.301,"LINESTRING (128.5562749 35.9357059, 128.5564456 35.9365414, 128.5566731 35.9371728)",,팔거천동로,,,,,,,,
204,36113244,False,residential,112.075,,,팔거천동로24길,,,,,,,,
205,55413696,False,secondary,168.043,,,팔거천동로,,,,,,,,
206,55413696,False,secondary,190.829,"LINESTRING (128.5560166 35.9342092, 128.5555371 35.9330781, 128.5553285 35.932586)",,팔거천동로,,,,,,,,
207,55413696,False,secondary,79.503,,,팔거천동로,,,,,,,,
208,55413696,False,secondary,76.255,,,팔거천동로,,,,,,,,
209,55414108,False,secondary,143.76,,,구암로,,,,,,,,
210,"[37399443, 55414108, 55414119]",False,secondary,116.529,"LINESTRING (128.5550519 35.931907, 128.5548013 35.9319339, 128.5539967 35.9320027, 128.5537668 35.9320301)",,"['구암로', '동천교']",yes,,,,,,,
211,734030133,False,residential,111.758,,,구암로65길,,,,,,,,
212,166723330,False,residential,51.804,"LINESTRING (128.5685685 35.9408278, 128.568626 35.9409373, 128.568912 35.9411956)",,동암로38길,,,,,,,,
213,734030133,False,residential,103.694,"LINESTRING (128.5685685 35.9408278, 128.5675658 35.9410053, 128.5674422 35.9410226)",,구암로65길,,,,,,,,
214,55414108,False,secondary,37.296,,,구암로,,,,,,,,
215,55414108,False,secondary,93.392,,,구암로,,,,,,,,
216,734030133,False,residential,111.758,,,구암로65길,,,,,,,,
217,55414108,False,secondary,71.065,,,구암로,,,,,,,,
218,720844410,False,residential,130.578,,,구암로49길,,,,,,,,
219,55414108,False,secondary,283.06600000000003,"LINESTRING (128.5661538 35.9332861, 128.5660285 35.9319851, 128.5658823 35.9318129, 128.5646086 35.9317836)",,구암로,,,,,,,,
220,166722237,False,residential,30.797,"LINESTRING (128.5661538 35.9332861, 128.5662978 35.9332759, 128.566495 35.9332848)",,구암로50길,,,,,,,,
221,55482239,False,secondary,166.449,"LINESTRING (128.5414495 35.9017965, 128.5418869 35.9006375, 128.5419773 35.9003621)",,매천로,,,,,,,,
222,"[36113507, 55482254, 55482239]",False,secondary,566.784,"LINESTRING (128.5414495 35.9017965, 128.5414154 35.9018787, 128.5411727 35.9024625, 128.5410389 35.9029734, 128.5410225 35.9033493, 128.5410529 35.9037802, 128.5412253 35.9046895, 128.5413288 35.9052901, 128.5414329 35.9059028, 128.5415372 35.9064435, 128.541604 35.9068119)",,"['매천로', '매천시장지하차도']",,yes,,,,,,
223,55482242,False,secondary_link,206.40699999999998,"LINESTRING (128.5414495 35.9017965, 128.5413163 35.9018986, 128.54111 35.902441, 128.5409665 35.9029601, 128.5409398 35.903344, 128.5409511 35.9035675)",,,,,,,,,,
224,826045319,False,tertiary,158.991,,,매천로2길,,,,,,,,
225,826045319,False,tertiary,61.343,,,매천로2길,,,,,,,,
226,"[36113614, 44668983]",False,tertiary_link,353.34799999999996,"LINESTRING (128.5450795 35.8970075, 128.5446389 35.8968558, 128.5439771 35.8968599, 128.5426219 35.8968767, 128.5424439 35.8968208, 128.5423274 35.8967665, 128.5422226 35.8966816, 128.5421466 35.8965861, 128.542082 35.8964685, 128.5420523 35.896324, 128.5419824 35.8959448)",,,yes,,,,,,,
227,549426358,False,secondary,316.935,,,관음로,,,,,,,,
228,549426358,False,secondary,275.714,"LINESTRING (128.5417208 35.9391402, 128.5414395 35.9378343, 128.541179 35.9366998)",,관음로,,,,,,,,
229,734030112,False,secondary,115.55799999999999,"LINESTRING (128.5417208 35.9391402, 128.5428761 35.939082, 128.5430019 35.9390757)",,칠곡중앙대로95길,,,,,,,,
230,55414125,False,secondary,42.296,,,대천로,,,,,,,,
231,734030112,False,secondary,219.053,,,칠곡중앙대로95길,,,,,,,,
232,55414087,False,primary,136.999,"LINESTRING (128.5494892 35.9383353, 128.54956 35.93874, 128.5498 35.9394, 128.5498455 35.9395302)",4,칠곡중앙대로,,,2,,,,,
233,55414087,False,primary,254.92399999999998,"LINESTRING (128.5494892 35.9383353, 128.5492 35.93739, 128.5489806 35.9360833)",4,칠곡중앙대로,,,2,,,,,
234,549426358,False,secondary,316.935,,,관음로,,,,,,,,
235,36113886,False,residential,76.582,"LINESTRING (128.5423198 35.9419489, 128.5426012 35.9419521, 128.5431337 35.9417892)",,칠곡중앙대로99길,,,,,,,,
236,549426358,False,secondary,491.27299999999997,"LINESTRING (128.5423198 35.9419489, 128.5424238 35.9423066, 128.5427789 35.9438998, 128.5429126 35.9442851, 128.54307 35.94467, 128.54336 35.9451, 128.5444297 35.9458354)",,관음로,,,,,,,,
237,887530062,False,service,85.276,"LINESTRING (128.5423198 35.9419489, 128.5419815 35.9419463, 128.541729 35.9420446, 128.5415402 35.9422625)",,,,,,,,,,
238,55414125,False,secondary,89.1,,,대천로,,,,,,,,
239,55414125,False,secondary,6.293,,,대천로,,,,,,,,
240,157185675,False,residential,217.144,"LINESTRING (128.5537867 35.9374835, 128.553059 35.9358814, 128.5529552 35.9356504)",,구암로21길,,,,,,,,
241,55414125,False,secondary,89.1,,,대천로,,,,,,,,
242,55414125,False,secondary,77.116,"LINESTRING (128.5528194 35.9376529, 128.5522607 35.938062, 128.5521784 35.9381125)",,대천로,,,,,,,,
243,474158546,False,residential,76.83699999999999,"LINESTRING (128.5528194 35.9376529, 128.5528628 35.9378153, 128.5529039 35.9383391)",,대천로7길,,,,20,,,,
244,157254712,False,residential,31.521,,,,,,,,,,,
245,55414125,False,secondary,51.431,"LINESTRING (128.5516922 35.9383361, 128.551191 35.9383762, 128.5511235 35.9383727)",,대천로,,,,,,,,
246,55414125,False,secondary,50.696,"LINESTRING (128.5516922 35.9383361, 128.5519775 35.9382357, 128.5521784 35.9381125)",,대천로,,,,,,,,
247,157031226,False,residential,41.469,,,관음동로,,,,,,,,
248,157031226,False,residential,48.043,,,관음동로,,,,,,,,
249,734030112,False,secondary,133.851,,,칠곡중앙대로95길,,,,,,,,
250,734030112,False,secondary,219.053,,,칠곡중앙대로95길,,,,,,,,
251,55414087,False,primary,43.531,,4,칠곡중앙대로,,,2,,,,,
252,55414087,False,primary,76.874,,4,칠곡중앙대로,,,2,,,,,
253,36113886,False,residential,233.67799999999997,"LINESTRING (128.5500781 35.9401954, 128.5491365 35.9404525, 128.5479177 35.9411891, 128.5478368 35.9411928)",,칠곡중앙대로99길,,,,,,,,
254,497184380,False,residential,80.101,,,,,,,,,,,
255,36113990,False,residential,182.061,"LINESTRING (128.5489806 35.9360833, 128.5483491 35.9361745, 128.5471105 35.9363649, 128.5469926 35.936383)",,칠곡중앙대로91길,,,,,,,,
256,55414087,False,primary,254.92399999999998,"LINESTRING (128.5489806 35.9360833, 128.5492 35.93739, 128.5494892 35.9383353)",4,칠곡중앙대로,,,2,,,,,
257,55414087,False,primary,150.06900000000002,"LINESTRING (128.5489806 35.9360833, 128.54893 35.93573, 128.5488103 35.9347408)",4,칠곡중앙대로,,,2,,,,,
258,36113990,False,residential,166.736,,,칠곡중앙대로91길,,,,,,,,
259,549426358,False,secondary,80.426,,,관음로,,,,,,,,
260,549426358,False,secondary,275.714,"LINESTRING (128.541179 35.9366998, 128.5414395 35.9378343, 128.5417208 35.9391402)",,관음로,,,,,,,,
261,549426346,False,secondary,86.462,,,학정로,,,,,,,,
262,760612287,False,primary,183.954,"LINESTRING (128.54846 35.9136082, 128.54846 35.91392, 128.54845 35.91461, 128.5484777 35.9152621)",4,칠곡중앙대로,,,,,,,,
263,760612288,False,secondary,97.625,"LINESTRING (128.54846 35.9136082, 128.5489652 35.91361, 128.5493998 35.9136534, 128.5495312 35.9136947)",,학정로,,,,,,,,
264,760612289,False,primary,925.8700000000001,"LINESTRING (128.54846 35.9136082, 128.5485097 35.9133764, 128.5485716 35.9114614, 128.5485902 35.9108748, 128.5485468 35.9102683, 128.5484416 35.9095614, 128.5483549 35.9088646, 128.5482559 35.9085638, 128.5479464 35.9078669, 128.5476989 35.9072753, 128.547507 35.9066336, 128.5473337 35.9059067, 128.5472508 35.9054195)",4,칠곡중앙대로,,,,,,,,
265,865204319,False,primary,907.1920000000001,"LINESTRING (128.54846 35.9136082, 128.5484024 35.9134051, 128.54848 35.9115, 128.5484515 35.9107702, 128.5483653 35.9097469, 128.5482623 35.909006, 128.5481745 35.9086335, 128.5479923 35.9082322, 128.5477184 35.9076133, 128.5475707 35.9072129, 128.5473672 35.9064436, 128.5471846 35.9055825)",4,칠곡중앙대로,,,,,,,,
266,157247728,False,residential,95.498,,,칠곡중앙대로63길,,,,,,,,
267,468590004,False,secondary,15.414,,4,태전로,,,,,,,,
268,468590004,False,secondary,100.336,,4,태전로,,,,,,,,
269,157211592,False,service,340.666,"LINESTRING (128.5428782 35.9266614, 128.5430051 35.926706, 128.5429581 35.9273292, 128.5428053 35.9281619, 128.5427466 35.928238, 128.5424117 35.9287471, 128.5423999 35.9288374, 128.5420356 35.929318, 128.5420004 35.9294797)",,,,,,,,,,
270,468590004,False,secondary,176.03900000000002,"LINESTRING (128.5428782 35.9266614, 128.5427563 35.92685, 128.5426411 35.9270343, 128.5425337 35.927189, 128.5424417 35.9273185, 128.5423641 35.9274414, 128.54203 35.92777, 128.54183 35.92799)",4,태전로,,,,,,,,
271,468590004,False,secondary,136.226,"LINESTRING (128.5428782 35.9266614, 128.5431 35.92626, 128.54345 35.92559, 128.543469 35.9255342)",4,태전로,,,,,,,,
272,468590004,False,secondary,332.65900000000005,"LINESTRING (128.54183 35.92799, 128.5417523 35.9280662, 128.5416752 35.9281476, 128.5406199 35.9292769, 128.53982 35.93019, 128.5396304 35.9303931)",4,태전로,,,,,,,,
273,468590004,False,secondary,176.039,"LINESTRING (128.54183 35.92799, 128.54203 35.92777, 128.5423641 35.9274414, 128.5424417 35.9273185, 128.5425337 35.927189, 128.5426411 35.9270343, 128.5427563 35.92685, 128.5428782 35.9266614)",4,태전로,,,,,,,,
274,634573959,False,residential,106.644,"LINESTRING (128.54183 35.92799, 128.5416654 35.9279275, 128.5414991 35.9278319, 128.5412631 35.927706, 128.5408312 35.9274773)",,태전로19길,,,,,,,,
275,"[157211592, 734030019]",False,"['service', 'residential']",191.134,"LINESTRING (128.54183 35.92799, 128.5419475 35.9280572, 128.5419945 35.9281571, 128.5419945 35.9282427, 128.5418535 35.9285567, 128.5418065 35.9289564, 128.5418652 35.9290087, 128.541877 35.9295083, 128.5420004 35.9294797)",,,,,,,,,,
276,58873750,False,secondary,399.71000000000004,"LINESTRING (128.53819 35.9309, 128.53796 35.93099, 128.53757 35.93114, 128.53712 35.93137, 128.5369425 35.931507, 128.536495 35.9318832, 128.5362334 35.9321491, 128.5359885 35.9323982, 128.5357443 35.9327332, 128.5353489 35.9331415, 128.5350499 35.9333511)",,,,,,,,,,
277,58873750,False,secondary,69.888,"LINESTRING (128.53819 35.9309, 128.5384993 35.9308072, 128.53893 35.9307123)",,,,,,,,,,
278,471658685,False,secondary_link,52.128,"LINESTRING (128.53819 35.9309, 128.5382899 35.9307983, 128.5382777 35.9307193, 128.5382127 35.930637, 128.5380657 35.9305278)",,,,,,,,,,
279,471658686,False,secondary_link,87.821,"LINESTRING (128.53819 35.9309, 128.5383509 35.9309135, 128.5385339 35.9309464, 128.5387331 35.930986, 128.5388835 35.9310748, 128.5390048 35.9312377)",,,,,,,,,,
280,58873750,False,secondary,72.439,"LINESTRING (128.5343236 35.9336273, 128.5345135 35.9335662, 128.5346453 35.9335173, 128.5348214 35.9334571, 128.5349733 35.9333955, 128.5350499 35.9333511)",,,,,,,,,,
281,37394335,False,primary,185.818,"LINESTRING (128.547432 35.9013356, 128.5474799 35.9009968, 128.547568 35.9001881, 128.5476527 35.8997926, 128.5476946 35.8996808)",4;5;25,칠곡중앙대로,,,,,,,,
282,"[55482243, 865204319, 37394335]",False,primary,485.047,"LINESTRING (128.547432 35.9013356, 128.5473571 35.9015444, 128.54729 35.90173, 128.54701 35.90234, 128.5468814 35.9026351, 128.5467969 35.9028925, 128.5467495 35.9031337, 128.5467515 35.903325, 128.5467992 35.9037074, 128.547146 35.9053104, 128.5471846 35.9055825)","['4', '4;5;25']","['팔달고가차도', '칠곡중앙대로']",yes,,,,,,,
283,55482247,False,primary_link,241.27800000000002,"LINESTRING (128.547432 35.9013356, 128.5472347 35.901697, 128.5469468 35.9023019, 128.5467465 35.9028798, 128.5467042 35.9031692, 128.5467173 35.9034037)",,,,,,,,,,
284,37398710,False,secondary,280.296,,,노원로9길,,,,,,,,
285,37399793,False,tertiary,86.502,,,노원로10길,,,,,,,,
286,136596320,False,primary,293.229,,4;25,노원로,,,,,,,,
287,136596320,False,primary,265.255,"LINESTRING (128.56773 35.8928, 128.56963 35.8939, 128.5699673 35.8940874, 128.5701325 35.8941792)",4;25,노원로,,,,,,,,
288,136596320,False,primary,111.049,,4;25,노원로,,,,,,,,
289,812769215,False,residential,85.816,,,침산남로9길,,,,,,,,
290,136596320,False,primary,365.308,"LINESTRING (128.58762 35.90098, 128.5867919 35.9011291, 128.5861003 35.9010016, 128.58394 35.90054, 128.5836857 35.9004827)",4;25,노원로,,,,,,,,
291,136596320,False,primary,111.049,,4;25,노원로,,,,,,,,
292,549043595,False,secondary,80.489,,,침산로,,,,,,,,
293,887450716,False,secondary,133.017,,,침산로,,,,,,,,
294,136596320,False,primary,62.096000000000004,"LINESTRING (128.5888317 35.9007956, 128.5893093 35.9006765, 128.5894956 35.9006476)",4;25,노원로,,,,,,,,
295,136596320,False,primary,12.605,,4;25,노원로,,,,,,,,
296,"[55695952, 55695921]",False,primary,149.822,"LINESTRING (128.5920772 35.900817, 128.5935412 35.9011172, 128.5936896 35.901148)",4;25,"['침산교', '동북로']",yes,,,,,,,
297,55695922,False,trunk_link,77.76,"LINESTRING (128.5920772 35.900817, 128.5919898 35.9006346, 128.591963 35.9004541, 128.5919279 35.9001335)",,,,,,,,,,
298,55695962,False,trunk_link,88.725,"LINESTRING (128.5920772 35.900817, 128.5919406 35.9008964, 128.5918375 35.9010239, 128.5916286 35.9014152, 128.5915815 35.9014889)",,,,,,,,,,
299,469064482,False,service,30.97,,,동북로26길,,,,,,,,
300,55695952,False,primary,83.088,"LINESTRING (128.60732 35.90146, 128.60758 35.90134, 128.6080511 35.9010095)",4;25,동북로,,,,,,,,
301,55695952,False,primary,58.745,"LINESTRING (128.60732 35.90146, 128.60689 35.90168, 128.6067708 35.9017449)",4;25,동북로,,,,,,,,
302,55695952,False,primary,36.133,,4;25,동북로,,,,,,,,
303,55695952,False,primary,52.299,,4;25,동북로,,,,,,,,
304,575842818,False,residential,65.096,,,동북로,,,,,,,,
305,575922580,False,residential,286.355,"LINESTRING (128.6100963 35.8995775, 128.6105075 35.9000978, 128.6105393 35.9002526, 128.6088196 35.9013934)",,동북로31길,,,,,,,,
306,55695952,False,primary,95.44,,4;25,동북로,,,,,,,,
307,393851632,False,residential,69.673,,,동북로36길,,,,,,,,
308,55695952,False,primary,119.64,"LINESTRING (128.6116461 35.8989584, 128.6109744 35.8992296, 128.6104672 35.8994537)",4;25,동북로,,,,,,,,
309,55483212,False,primary,145.164,,4;25,동북로,,,,,,,,
310,469318919,False,residential,69.013,,,동북로52길,,,,,,,,
311,55483212,False,primary,120.69999999999999,"LINESTRING (128.61905 35.89439, 128.6192259 35.8942547, 128.6200217 35.8936426)",4;25,동북로,,,,,,,,
312,157031234,False,residential,67.728,,,,,,,,,,,
313,497184381,False,residential,77.023,,,,,,,,,,,
314,55414087,False,primary,150.06900000000002,"LINESTRING (128.5488103 35.9347408, 128.54893 35.93573, 128.5489806 35.9360833)",4,칠곡중앙대로,,,2,,,,,
315,"[780821113, 780821110, 55414087]",False,primary,400.74,"LINESTRING (128.5488103 35.9347408, 128.5486011 35.9332957, 128.5483549 35.9320787, 128.5482093 35.9311706)",4,"['칠곡중앙대로', '칠곡지하차도']",,yes,2,,,,,
316,780821111,False,primary,152.586,"LINESTRING (128.5488103 35.9347408, 128.5486698 35.9346295, 128.5484714 35.9334271)",,,,,,,,,,
317,780821112,False,primary,171.50900000000001,"LINESTRING (128.5488103 35.9347408, 128.5488818 35.9345418, 128.5487077 35.9332141)",,,,,,,,,,
318,55414087,False,primary,119.373,,4,칠곡중앙대로,,,2,,,,,
319,55414087,False,primary,114.021,,4,칠곡중앙대로,,,2,,,,,
320,37397608,False,residential,131.328,"LINESTRING (128.55117 35.94592, 128.55041 35.94626, 128.54983 35.94635)",,칠곡중앙대로,,,,,,,,
321,55414087,False,primary,119.373,,4,칠곡중앙대로,,,2,,,,,
322,55414126,False,tertiary,144.099,,,칠곡중앙대로115길,,,,,,,,
323,55413699,False,secondary,229.257,"LINESTRING (128.55138 35.94698, 128.5527639 35.9469946, 128.55336 35.94683, 128.5538185 35.9466101)",,동암로,,,,,,,,
324,55414087,False,primary,159.516,"LINESTRING (128.55138 35.94698, 128.55155 35.94751, 128.5519284 35.9483424)",4,칠곡중앙대로,,,2,,,,,
325,55414087,False,primary,43.278999999999996,"LINESTRING (128.5538272 35.9583851, 128.5537128 35.9585409, 128.5535662 35.9587117)",4,칠곡중앙대로,,,2,,,,,
326,55414087,False,primary,293.942,"LINESTRING (128.5538272 35.9583851, 128.5541479 35.9578915, 128.55442 35.95737, 128.55464 35.95699, 128.5548 35.95656, 128.55491 35.95607, 128.5549317 35.9559181)",4,칠곡중앙대로,,,2,,,,,
327,"[74116661, 74116662, 74116671]",False,primary,578.3349999999999,"LINESTRING (128.5538272 35.9583851, 128.5539798 35.9584543, 128.5544917 35.9587652, 128.5550969 35.9590137, 128.5557927 35.9591938, 128.558324 35.9596312, 128.558953 35.9597349, 128.5591351 35.9597653, 128.5593973 35.9598008, 128.5596959 35.9598242, 128.5599151 35.9598341)",,호국로,yes,,,,,,,
328,468590040,False,residential,56.26,,,,,,,,,,,
329,780821113,False,primary,83.217,,4,칠곡중앙대로,,,,,,,,
330,780821113,False,primary,59.407,,4,칠곡중앙대로,,,,,,,,
331,157211606,False,residential,60.582,,,칠곡중앙대로75길,,,,,,,,
332,780821113,False,primary,148.579,,4,칠곡중앙대로,,,,,,,,
333,780821113,False,primary,53.858,,4,칠곡중앙대로,,,,,,,,
334,37400579,False,tertiary,201.272,,,유통단지로7길,,,,,,,,
335,37400579,False,tertiary,158.755,,,유통단지로7길,,,,,,,,
336,575919073,False,service,110.717,,,검단북로2길,,,,,,,,
337,734097646,False,tertiary,154.055,,,유통단지로21길,,,,,,,,
338,37396822,False,secondary,82.977,,,검단공단로,,,,,,,,
339,37396822,False,secondary,245.772,,,검단공단로,,,,,,,,
340,524447135,False,secondary,122.847,,,유통단지로,,,,,,,,
