,osmid,oneway,highway,length,geometry,name,bridge,lanes,ref,maxspeed,tunnel,service,junction,width,access
123,32895746,FALSE,primary,194.834,"LINESTRING (128.5956777 35.8794226, 128.5956217 35.8792438, 128.5951567 35.8778919, 128.5951091 35.8777322)",중앙대로,,,61,,,,,,
124,37402967,TRUE,residential,20.125,,,,,,,,,,,
125,661869972,FALSE,secondary,59.129,,신암로,,,,,,,,,
126,55779529,FALSE,secondary,85.2,"LINESTRING (128.6057763 35.8749978, 128.6060955 35.8755786, 128.6061501 35.8757013)",신암로,,,,,,,,,
127,35971830,FALSE,residential,67.602,,팔달북로8길,,,,,,,,,
128,37400348,FALSE,tertiary,228.891,,팔달북로,,,,,,,,,
129,37400348,FALSE,tertiary,257.114,,팔달북로,,,,,,,,,
130,35971788,FALSE,secondary,147.818,,노원로17길,,,,,,,,,
131,37399794,FALSE,residential,20.973,,노원동로,,,,,,,,,
132,136596320,FALSE,primary,396.474,,노원로,,,4;25,,,,,,
133,136596320,FALSE,primary,95.289,"LINESTRING (128.5712252 35.8947864, 128.5709729 35.8946455, 128.570353 35.8943015)",노원로,,,4;25,,,,,,
134,35971788,FALSE,secondary,119.057,,노원로17길,,,,,,,,,
135,37398723,FALSE,tertiary,414.437,"LINESTRING (128.5679935 35.8986337, 128.56916 35.89917, 128.57072 35.89987, 128.57199 35.90048)",3공단로,,,,,,,,,
136,37398723,FALSE,tertiary,393.859,"LINESTRING (128.5679935 35.8986337, 128.56653 35.89799, 128.56416 35.89693)",3공단로,,,,,,,,,
137,"[55779697, 55779698, 55779699, 37399772]",FALSE,secondary,528.911,"LINESTRING (128.5679935 35.8986337, 128.5661278 35.9007986, 128.5659057 35.901079, 128.5658171 35.9011987, 128.5648217 35.902631)",노원로17길,yes,,,,yes,,,,
138,35971830,FALSE,residential,116.775,,팔달북로8길,,,,,,,,,
139,35971830,FALSE,residential,68.822,,팔달북로8길,,,,,,,,,
140,35971832,FALSE,residential,102.023,,3공단로14길,,,,,,,,,
141,"[55414722, 720388429]",FALSE,residential,455.297,"LINESTRING (128.5616809 35.8936962, 128.5632173 35.8932094, 128.5659421 35.8948631)","['노원로1길', '3공단로14길']",,,,,,,,,
142,35971830,FALSE,residential,390.923,,팔달북로8길,,,,,,,,,
143,35971830,FALSE,residential,46.076,,팔달북로8길,,,,,,,,,
144,37398710,FALSE,secondary,164.628,,노원로9길,,,,,,,,,
145,37398710,FALSE,secondary,115.711,,노원로9길,,,,,,,,,
146,35971788,FALSE,secondary,119.057,,노원로17길,,,,,,,,,
147,35971788,FALSE,secondary,115.519,,노원로17길,,,,,,,,,
148,35971830,FALSE,residential,390.923,,팔달북로8길,,,,,,,,,
149,35971788,FALSE,secondary,115.519,,노원로17길,,,,,,,,,
150,35971788,FALSE,secondary,135.097,"LINESTRING (128.5694869 35.8969055, 128.570147 35.8961007, 128.570317 35.8958936)",노원로17길,,,,,,,,,
151,37398722,FALSE,residential,386.916,"LINESTRING (128.5694869 35.8969055, 128.57144 35.89803, 128.5729715 35.89894)",노원로1길,,,,,,,,,
152,37398722,FALSE,residential,391.835,"LINESTRING (128.5694869 35.8969055, 128.5686 35.8964, 128.5659421 35.8948631)",노원로1길,,,,,,,,,
153,35971832,FALSE,residential,85.927,,3공단로14길,,,,,,,,,
154,473673888,FALSE,residential,71.37,,팔달북로18길,,,,,,,,,
155,37398723,FALSE,tertiary,127.2,"LINESTRING (128.5603983 35.8950294, 128.56141 35.89557, 128.5615808 35.8956545)",3공단로,,,,,,,,,
156,37398723,FALSE,tertiary,203.186,"LINESTRING (128.5603983 35.8950294, 128.55946 35.89458, 128.5584122 35.8941663)",3공단로,,,,,,,,,
157,43545585,FALSE,secondary,29.222,,조야로,,,,,,,,,
158,549043599,FALSE,secondary,358.112,"LINESTRING (128.5779651 35.9074371, 128.5780725 35.907199, 128.5785101 35.9050472, 128.5786732 35.9043556, 128.5786942 35.9042752)",조야교,yes,,,,,,,,
159,825759084,TRUE,residential,24.534,"LINESTRING (128.5779651 35.9074371, 128.5780407 35.9075385, 128.5781626 35.9075648)",,,,,,,,,,
160,43545585,FALSE,secondary,4.457,,조야로,,,,,,,,,
161,43545585,FALSE,secondary,109.98,,조야로,,,,,,,,,
162,474701102,FALSE,residential,21.564,,조야로5길,,,,,,,,,
163,43545585,FALSE,secondary,40.33,,조야로,,,,,,,,,
164,43545585,FALSE,secondary,29.639,,조야로,,,,,,,,,
165,888869138,FALSE,residential,8.69,,,,,,,,,,,
166,43545583,FALSE,residential,13.218,,조야로12길,,,,,,,,,
167,888871211,FALSE,service,13.218,,,,,,,,parking_aisle,,,
168,43545585,FALSE,secondary,5.371,,조야로,,,,,,,,,
169,35971843,FALSE,secondary,56.111,,,,,,,,,,,
170,524446027,FALSE,secondary,146.075,,신천동로,,,,,,,,,
171,"[306234089, 35971843, 306234105]",FALSE,secondary,421.627,"LINESTRING (128.5963178 35.9033904, 128.5963129 35.9035359, 128.5965463 35.907089, 128.5965882 35.9071703)",조야로2길,yes,,,,,,,,
172,524446027,FALSE,secondary,188.117,"LINESTRING (128.5963178 35.9033904, 128.5977294 35.9036729, 128.5983065 35.9038866)",신천동로,,,,,,,,,
173,35971844,FALSE,residential,129.303,,조야로2길,,,,,,,,,
174,306234105,FALSE,secondary,368.872,,조야로2길,,,,,,,,,
175,"[306234105, 35971843, 306234089]",FALSE,secondary,421.627,"LINESTRING (128.5965882 35.9071703, 128.5965463 35.907089, 128.5963129 35.9035359, 128.5963178 35.9033904)",조야로2길,yes,,,,,,,,
176,35971844,FALSE,residential,31.385,,조야로2길,,,,,,,,,
177,43545585,FALSE,secondary,55.054,,조야로,,,,,,,,,
178,43545585,FALSE,secondary,29.222,,조야로,,,,,,,,,
179,734030149,FALSE,residential,295.182,,학정동로,,,,,,,,,
180,734030149,FALSE,residential,15.606,,학정동로,,,,,,,,,
181,822099704,FALSE,tertiary,261.419,"LINESTRING (128.5671705 35.9463857, 128.5681268 35.9464116, 128.5685907 35.9465182, 128.57 35.946842)",구리로,,,,,,,,,
182,822099704,FALSE,tertiary,259.726,"LINESTRING (128.5671705 35.9463857, 128.5669649 35.9464147, 128.5666439 35.9464407, 128.5664874 35.9464533, 128.5664657 35.9464521, 128.5662935 35.9464423, 128.565972 35.9464239, 128.5642962 35.9463285)",구리로,,,,,,,,,
183,55413693,FALSE,tertiary,91.621,,구리로,,,,,,,,,
184,55413693,FALSE,tertiary,53.497,"LINESTRING (128.5579644 35.9462101, 128.5581546 35.9461687, 128.5585383 35.9460852)",구리로,,,,,,,,,
185,893588692,FALSE,service,145.192,"LINESTRING (128.5579644 35.9462101, 128.5579133 35.9463683, 128.5574277 35.9469316, 128.556991 35.9472185)",,,,,,,,,,
186,55413693,FALSE,tertiary,69.955,,구리로,,,,,,,,,
187,55413693,FALSE,tertiary,44.371,"LINESTRING (128.5561963 35.94596, 128.5559086 35.9457965, 128.5557929 35.9457307)",구리로,,,,,,,,,
188,893588691,FALSE,service,74.913,"LINESTRING (128.5561963 35.94596, 128.5561835 35.946115, 128.5565098 35.946561)",,,,,,,,,,
189,37400231,FALSE,secondary,42.7,,동암로,,,,,,,,,
190,37400231,FALSE,secondary,149.395,"LINESTRING (128.5557929 35.9457307, 128.55696 35.94529, 128.5573067 35.9451814)",동암로,,,,,,,,,
191,55413693,FALSE,tertiary,44.371,"LINESTRING (128.5557929 35.9457307, 128.5559086 35.9457965, 128.5561963 35.94596)",구리로,,,,,,,,,
192,35971919,FALSE,residential,78.183,,구암서로,,,,,,,,,
193,35971946,FALSE,secondary,132.63,,대천로,,,,,,,,,
194,35971946,FALSE,secondary,248.002,"LINESTRING (128.5651184 35.93616, 128.5628441 35.9364704, 128.5623983 35.9365082)",대천로,,,,,,,,,
195,468590068,FALSE,footway,67.384,,,,,,,,,,,
196,760613456,TRUE,secondary,280.945,"LINESTRING (128.5581617 35.9397155, 128.5581536 35.9401734, 128.5581432 35.9402353, 128.5580448 35.9408222, 128.5579273 35.9416791, 128.5580351 35.9422239)",팔거천동로,,,,,,,,,
197,35971946,FALSE,secondary,158.626,"LINESTRING (128.5566731 35.9371728, 128.5576612 35.9370436, 128.5584136 35.9369512)",대천로,,,,,,,,,
198,55413696,FALSE,secondary,167.301,"LINESTRING (128.5566731 35.9371728, 128.5564456 35.9365414, 128.5562749 35.9357059)",팔거천동로,,,,,,,,,
199,760613456,TRUE,secondary,65.603,"LINESTRING (128.5566731 35.9371728, 128.5568896 35.9374115, 128.5571026 35.9376494)",팔거천동로,,,,,,,,,
200,"[760613457, 55414124, 55414125]",FALSE,secondary,142.072,"LINESTRING (128.5566731 35.9371728, 128.5565193 35.9371902, 128.5552502 35.937335, 128.5551143 35.9373658)","['대천로', '동천교']",yes,,,,,,,,
201,55413696,FALSE,secondary,168.043,,팔거천동로,,,,,,,,,
202,157254701,FALSE,residential,41.453,,팔거천동로26길,,,,,,,,,
203,55413696,FALSE,secondary,167.301,"LINESTRING (128.5562749 35.9357059, 128.5564456 35.9365414, 128.5566731 35.9371728)",팔거천동로,,,,,,,,,
204,36113244,FALSE,residential,112.075,,팔거천동로24길,,,,,,,,,
205,55413696,FALSE,secondary,168.043,,팔거천동로,,,,,,,,,
206,55413696,FALSE,secondary,190.829,"LINESTRING (128.5560166 35.9342092, 128.5555371 35.9330781, 128.5553285 35.932586)",팔거천동로,,,,,,,,,
207,55413696,FALSE,secondary,79.503,,팔거천동로,,,,,,,,,
208,55413696,FALSE,secondary,76.255,,팔거천동로,,,,,,,,,
209,55414108,FALSE,secondary,143.76,,구암로,,,,,,,,,
210,"[37399443, 55414108, 55414119]",FALSE,secondary,116.529,"LINESTRING (128.5550519 35.931907, 128.5548013 35.9319339, 128.5539967 35.9320027, 128.5537668 35.9320301)","['구암로', '동천교']",yes,,,,,,,,
211,734030133,FALSE,residential,111.758,,구암로65길,,,,,,,,,
212,166723330,FALSE,residential,51.804,"LINESTRING (128.5685685 35.9408278, 128.568626 35.9409373, 128.568912 35.9411956)",동암로38길,,,,,,,,,
213,734030133,FALSE,residential,103.694,"LINESTRING (128.5685685 35.9408278, 128.5675658 35.9410053, 128.5674422 35.9410226)",구암로65길,,,,,,,,,
214,55414108,FALSE,secondary,37.296,,구암로,,,,,,,,,
215,55414108,FALSE,secondary,93.392,,구암로,,,,,,,,,
216,734030133,FALSE,residential,111.758,,구암로65길,,,,,,,,,
217,55414108,FALSE,secondary,71.065,,구암로,,,,,,,,,
218,720844410,FALSE,residential,130.578,,구암로49길,,,,,,,,,
219,55414108,FALSE,secondary,283.066,"LINESTRING (128.5661538 35.9332861, 128.5660285 35.9319851, 128.5658823 35.9318129, 128.5646086 35.9317836)",구암로,,,,,,,,,
220,166722237,FALSE,residential,30.797,"LINESTRING (128.5661538 35.9332861, 128.5662978 35.9332759, 128.566495 35.9332848)",구암로50길,,,,,,,,,
221,55482239,TRUE,secondary,166.449,"LINESTRING (128.5414495 35.9017965, 128.5418869 35.9006375, 128.5419773 35.9003621)",매천로,,,,,,,,,
222,826045319,FALSE,tertiary,158.991,,매천로2길,,,,,,,,,
223,826045319,FALSE,tertiary,61.343,,매천로2길,,,,,,,,,
224,549426358,FALSE,secondary,316.935,,관음로,,,,,,,,,
225,549426358,FALSE,secondary,275.714,"LINESTRING (128.5417208 35.9391402, 128.5414395 35.9378343, 128.541179 35.9366998)",관음로,,,,,,,,,
226,734030112,FALSE,secondary,115.558,"LINESTRING (128.5417208 35.9391402, 128.5428761 35.939082, 128.5430019 35.9390757)",칠곡중앙대로95길,,,,,,,,,
227,55414125,FALSE,secondary,42.296,,대천로,,,,,,,,,
228,734030112,FALSE,secondary,219.053,,칠곡중앙대로95길,,,,,,,,,
229,55414087,FALSE,primary,136.999,"LINESTRING (128.5494892 35.9383353, 128.54956 35.93874, 128.5498 35.9394, 128.5498455 35.9395302)",칠곡중앙대로,,2,4,,,,,,
230,55414087,FALSE,primary,254.924,"LINESTRING (128.5494892 35.9383353, 128.5492 35.93739, 128.5489806 35.9360833)",칠곡중앙대로,,2,4,,,,,,
231,549426358,FALSE,secondary,316.935,,관음로,,,,,,,,,
232,36113886,FALSE,residential,76.582,"LINESTRING (128.5423198 35.9419489, 128.5426012 35.9419521, 128.5431337 35.9417892)",칠곡중앙대로99길,,,,,,,,,
233,549426358,FALSE,secondary,491.273,"LINESTRING (128.5423198 35.9419489, 128.5424238 35.9423066, 128.5427789 35.9438998, 128.5429126 35.9442851, 128.54307 35.94467, 128.54336 35.9451, 128.5444297 35.9458354)",관음로,,,,,,,,,
234,887530062,FALSE,service,85.276,"LINESTRING (128.5423198 35.9419489, 128.5419815 35.9419463, 128.541729 35.9420446, 128.5415402 35.9422625)",,,,,,,,,,
235,55414125,FALSE,secondary,89.1,,대천로,,,,,,,,,
236,55414125,FALSE,secondary,6.293,,대천로,,,,,,,,,
237,157185675,FALSE,residential,217.144,"LINESTRING (128.5537867 35.9374835, 128.553059 35.9358814, 128.5529552 35.9356504)",구암로21길,,,,,,,,,
238,55414125,FALSE,secondary,89.1,,대천로,,,,,,,,,
239,55414125,FALSE,secondary,77.116,"LINESTRING (128.5528194 35.9376529, 128.5522607 35.938062, 128.5521784 35.9381125)",대천로,,,,,,,,,
240,474158546,FALSE,residential,76.837,"LINESTRING (128.5528194 35.9376529, 128.5528628 35.9378153, 128.5529039 35.9383391)",대천로7길,,,,20,,,,,
241,157254712,FALSE,residential,31.521,,,,,,,,,,,
242,55414125,FALSE,secondary,51.431,"LINESTRING (128.5516922 35.9383361, 128.551191 35.9383762, 128.5511235 35.9383727)",대천로,,,,,,,,,
243,55414125,FALSE,secondary,50.696,"LINESTRING (128.5516922 35.9383361, 128.5519775 35.9382357, 128.5521784 35.9381125)",대천로,,,,,,,,,
244,157031226,FALSE,residential,41.469,,관음동로,,,,,,,,,
245,157031226,FALSE,residential,48.043,,관음동로,,,,,,,,,
246,734030112,FALSE,secondary,133.851,,칠곡중앙대로95길,,,,,,,,,
247,734030112,FALSE,secondary,219.053,,칠곡중앙대로95길,,,,,,,,,
248,55414087,FALSE,primary,43.531,,칠곡중앙대로,,2,4,,,,,,
249,55414087,FALSE,primary,76.874,,칠곡중앙대로,,2,4,,,,,,
250,36113886,FALSE,residential,233.678,"LINESTRING (128.5500781 35.9401954, 128.5491365 35.9404525, 128.5479177 35.9411891, 128.5478368 35.9411928)",칠곡중앙대로99길,,,,,,,,,
251,497184380,FALSE,residential,80.101,,,,,,,,,,,
252,36113990,FALSE,residential,182.061,"LINESTRING (128.5489806 35.9360833, 128.5483491 35.9361745, 128.5471105 35.9363649, 128.5469926 35.936383)",칠곡중앙대로91길,,,,,,,,,
253,55414087,FALSE,primary,254.924,"LINESTRING (128.5489806 35.9360833, 128.5492 35.93739, 128.5494892 35.9383353)",칠곡중앙대로,,2,4,,,,,,
254,55414087,FALSE,primary,150.069,"LINESTRING (128.5489806 35.9360833, 128.54893 35.93573, 128.5488103 35.9347408)",칠곡중앙대로,,2,4,,,,,,
255,36113990,FALSE,residential,166.736,,칠곡중앙대로91길,,,,,,,,,
256,549426358,FALSE,secondary,80.426,,관음로,,,,,,,,,
257,549426358,FALSE,secondary,275.714,"LINESTRING (128.541179 35.9366998, 128.5414395 35.9378343, 128.5417208 35.9391402)",관음로,,,,,,,,,
258,43543294,TRUE,motorway_link,234.686,"LINESTRING (128.525579 35.889677, 128.5256643 35.8901164, 128.5258081 35.8905158, 128.5259216 35.8907741, 128.5261296 35.8911101, 128.526364 35.8913972, 128.5265528 35.8916018)",,yes,,,,,,,,
259,"[43543274, 43543275, 255031327]",TRUE,motorway,312.16,"LINESTRING (128.525579 35.889677, 128.5253863 35.891421, 128.5252999 35.8921209, 128.5252648 35.8924727)",중부내륙고속도로지선,yes,2,55,,,,,,
260,"[880532865, 880532866, 457941034, 58873739, 58873741, 43543278, 43543279, 58873744, 58873745, 58873752, 58873753]",TRUE,motorway,4076.762,"LINESTRING (128.5246512 35.897373, 128.5246152 35.8975684, 128.5244857 35.8984741, 128.5244669 35.8988137, 128.5244418 35.8998211, 128.524481 35.9003224, 128.5245471 35.9008954, 128.5246365 35.9014624, 128.5247376 35.902023, 128.524835 35.9026106, 128.5249572 35.903184, 128.525026 35.9035479, 128.5252167 35.9045273, 128.5253705 35.9053209, 128.525573 35.9063233, 128.5256986 35.9069525, 128.5258272 35.9075827, 128.5260084 35.9084917, 128.5262147 35.9094103, 128.5264603 35.910429, 128.5267886 35.9117908, 128.5269056 35.9122152, 128.5270356 35.9127575, 128.527143 35.9132297, 128.5272371 35.9137131, 128.5273053 35.9141747, 128.5273629 35.9146463, 128.5274183 35.915394, 128.5274528 35.916007, 128.5274859 35.9166087, 128.5275413 35.9173364, 128.5276605 35.9180709, 128.5277706 35.9185214, 128.527903 35.918958, 128.5281422 35.919555, 128.5283406 35.9199952, 128.5285305 35.920447, 128.52973 35.92304, 128.53054 35.92473, 128.5311637 35.9261614, 128.5315646 35.9270196, 128.5319684 35.9279029, 128.5324164 35.9288538, 128.5328104 35.9297377, 128.5335089 35.9312531, 128.53373 35.93175, 128.5342646 35.9328754)","['금호1교', '문주2교', '금호터널', '태전교', '문주1교', '중앙고속도로']",yes,2,55,,yes,,,,
261,"[38317233, 55414117, 55414118]",TRUE,motorway_link,380.981,"LINESTRING (128.5342646 35.9328754, 128.5345892 35.933312, 128.5348245 35.9335971, 128.5349768 35.9337348, 128.5352601 35.9339259, 128.5355075 35.9340358, 128.535768 35.9341267, 128.536258 35.9341946, 128.53727 35.9341365, 128.5375298 35.9341235, 128.5377736 35.9341266)",중앙고속도로,yes,,,,,,,,
262,"[55414112, 55414115, 55414116, 58873741, 55414107]",TRUE,motorway,534.829,"LINESTRING (128.5342646 35.9328754, 128.5344531 35.9332919, 128.5346322 35.9336769, 128.5349228 35.9343116, 128.5352195 35.934974, 128.5354721 35.9355115, 128.5357733 35.9361739, 128.5360334 35.9367322, 128.5363405 35.9373819)","['칠곡IC2교', '칠곡IC1교', '중앙고속도로']",yes,2,55,,,,,,
263,"[157031217, 55414107, 157031219]",TRUE,motorway,1487.63,"LINESTRING (128.5363405 35.9373819, 128.5365818 35.9378867, 128.5370836 35.9389962, 128.5374266 35.9397397, 128.53778 35.94046, 128.5382108 35.9412917, 128.5386363 35.9419417, 128.5391259 35.9425745, 128.53948 35.9429665, 128.5399749 35.9434659, 128.5409228 35.9442582, 128.5414003 35.944604, 128.5418894 35.9449429, 128.5428956 35.9455991, 128.5440892 35.9463661, 128.5452836 35.9471406, 128.5455499 35.9473169, 128.5461617 35.9477173)","['관음교', '중앙고속도로']",yes,2,55,,,,,,
264,38317231,TRUE,motorway_link,424.435,"LINESTRING (128.5377663 35.9342127, 128.53738 35.93439, 128.53701 35.93458, 128.53659 35.93488, 128.53628 35.93523, 128.53608 35.93566, 128.5360108 35.9360921, 128.5360265 35.9363585, 128.5360681 35.9366139, 128.5363405 35.9373819)",중앙고속도로,,,,,,,,,
265,"[38317232, 880532868, 880532869]",TRUE,motorway_link,925.039,"LINESTRING (128.5377663 35.9342127, 128.5368442 35.9344485, 128.53651 35.93458, 128.5359458 35.9348824, 128.53553 35.93514, 128.5348267 35.9356235, 128.5345071 35.9359449, 128.5343883 35.9361784, 128.5343618 35.9365292, 128.5345112 35.9368292, 128.5347606 35.9369769, 128.5350346 35.9370389, 128.5352906 35.93698, 128.5354757 35.936857, 128.535607 35.9366649, 128.5356585 35.9364464, 128.5355873 35.9361833, 128.5353157 35.9356016, 128.5350703 35.9350674, 128.5347457 35.9343898, 128.5345436 35.933754)",중앙고속도로,yes,,,,,,,,
266,38317230,TRUE,motorway_link,257.163,"LINESTRING (128.5377736 35.9341266, 128.538177 35.9340664, 128.539203 35.9339631, 128.5399069 35.9339181, 128.5402513 35.9338929, 128.5406038 35.9339533)",중앙고속도로,,,,,,,,,
267,43543283,TRUE,motorway_link,230.717,"LINESTRING (128.524458 35.8975402, 128.5244429 35.8969018, 128.5244467 35.8962773, 128.5244168 35.8954658)",,,,,,,,,,
268,"[43543298, 43543306, 43543307, 43543280, 43543291, 43543292]",TRUE,motorway,787.923,"LINESTRING (128.524458 35.8975402, 128.5245105 35.8973302, 128.5246011 35.896235, 128.5246952 35.8951227, 128.5247375 35.8944617, 128.5247313 35.8939816, 128.5248278 35.8933102, 128.5249895 35.8921066, 128.5250734 35.8913413, 128.5251776 35.8904833)",중부내륙고속도로지선,yes,2,55,,,,,,
269,881217201,FALSE,service,326.605,"LINESTRING (128.548747 35.949712, 128.5484679 35.9493051, 128.5481514 35.9490033, 128.5478255 35.9486884, 128.5474983 35.9484442, 128.546581 35.9479133, 128.5461617 35.9477173)",,,,,,,parking_aisle,,,
270,38317230,TRUE,motorway_link,809.804,"LINESTRING (128.5369388 35.9389524, 128.5363827 35.9381016, 128.5360007 35.9377122, 128.5356935 35.9375089, 128.5351237 35.9372632, 128.5346736 35.9370663, 128.5344347 35.9368389, 128.5342908 35.9365275, 128.5343062 35.9361631, 128.534453 35.9358904, 128.534795 35.9355674, 128.53546 35.93508, 128.5358947 35.9348156, 128.5365063 35.9345071, 128.5368 35.93439, 128.5377736 35.9341266)",중앙고속도로,,,,,,,,,
271,"[55414113, 157031210, 55414111]",TRUE,motorway,616.966,"LINESTRING (128.5369388 35.9389524, 128.5364686 35.9379194, 128.5362075 35.9373607, 128.5359416 35.9367929, 128.5356544 35.936179, 128.5353837 35.935572, 128.5351238 35.9350264, 128.534805 35.9343373, 128.5345436 35.933754)","['칠곡IC2교', '중앙고속도로']",yes,2,55,,,,,,
272,549426346,FALSE,secondary,86.462,,학정로,,,,,,,,,
273,760612287,FALSE,primary,183.954,"LINESTRING (128.54846 35.9136082, 128.54846 35.91392, 128.54845 35.91461, 128.5484777 35.9152621)",칠곡중앙대로,,,4,,,,,,
